token_id,name,mouth,background,clothes,fur,head,head accessory,finish,jewellery,vision,eyes,defense,shooting,rarity_score,rarity_rank
3690,Kong #3690,Shows Teeth,Cyan,White Tee,Grey,Beanie,Red Shades,27,,59,Bloodshot,52,60,10334.419508539064,6279.0
3691,Kong #3691,Regular,Dark Blue,Biker Jacket,Green,,Exotic Earring,29,,47,Closed Scar,84,64,10731.208081752411,1426.0
3692,Kong #3692,Referee,Brown,Cyan Jersey,Brown,Blonde Bun,Blue Shades,66,,46,Closed,31,83,10717.804593221605,1491.0
3693,Kong #3693,Gold Saber Toothed,Brown,Red Kimono,Pink,RKL Cap Sideways,,38,,53,Sad,75,61,10405.661990032251,4283.0
3694,Kong #3694,Bubble Gum,Red,Space Suit,Camo,Halo,Eye Patch,70,Jesus Necklace,27,Red Glow,49,52,12479.31854010394,133.0
3695,Kong #3695,Referee,Red,,Brown,,,52,,72,Wide,15,35,10726.287240933034,1450.0
3696,Kong #3696,Scream,Cyan,White Tee,White Noise,Blue Pigtails,,33,,66,Sad,33,54,10332.616315461235,6348.0
3697,Kong #3697,Regular,Yellow,Striped Tee,Red,RKL Cap Sideways,,63,,56,Angry,49,40,10260.695351534521,9242.0
3698,Kong #3698,Regular,Brown,Trippy Tee,Grey,RKL Cap Sideways,,52,,48,Regular,70,69,10338.24440578769,6137.0
3699,Kong #3699,Shows Teeth,Grey,Dego Tee Blooded,Pink,Blonde Bun,,19,,39,Angry,66,49,10469.710482765522,3361.0
3700,Kong #3700,Gold Scream,Light Blue,Hawaii Shirt,Brown,Winter Hat,,58,,57,Wide Scar,48,77,10411.064568286987,4189.0
3701,Kong #3701,Tongue Out,Light Grey,White Tee,Grey,RKL Cap Forward,,35,,34,Angry Scar,42,45,10303.988571042499,7484.0
3702,Kong #3702,Missing Teeth,Pink,Cheetah Dego Tee,Green,RKL Cap Sideways,Blue Shades,45,,33,Bloodshot,82,39,10654.755788722894,1823.0
3703,Kong #3703,Tongue Out,Cyan,White Tee,Sky Blue,Green Beret,,70,,26,Wide,41,38,10386.662000372558,4707.0
3704,Kong #3704,Referee,Grey,Red Kimono,Green,Purple Bandana,,32,,62,Angry,58,44,10368.255369093724,5175.0
3705,Kong #3705,Ooh,Grey,Dress,Brown,Winter Hat,,49,,44,Angry Wink,84,32,10656.505828164232,1810.0
3706,Kong #3706,Regular,Cyan,,Brown,Winter Hat,,36,,52,Angry,43,36,10238.760107727567,9766.0
3707,Kong #3707,Kiss,Cyan,Cyan Jersey,Brown,Bowler,,33,,97,Angry Wink,36,37,13597.913351834912,65.0
3708,Kong #3708,Regular,Gold,Striped Tee,Black,,,42,,90,Angry,51,38,11655.119401418147,407.0
3709,Kong #3709,Full Beard,Yellow,Striped Tee,Green,Blonde Bun,,70,,59,Wide Scar,28,40,10389.725889211295,4624.0
3710,Kong #3710,Shows Teeth,Dark Blue,Fusion Gi,Brown,,,35,,52,Sad,47,41,10257.457411522,9352.0
3711,Kong #3711,Drool,Light Grey,Cheetah Dego Tee,Grey,RKL Cap Forward,Red Shades,57,,48,Bloodshot,52,30,10319.216106236865,6896.0
3712,Kong #3712,Shows Teeth,Yellow,White Tee,Black,RKL Cap Sideways,Blue Shades,45,,81,Regular,40,56,10536.184646218207,2619.0
3713,Kong #3713,Shows Teeth,Cyan,Hawaii Shirt,Black,Chopsticks Bun,,51,,46,Angry Scar,68,41,10311.447299357531,7172.0
3714,Kong #3714,Full Beard,Cyan,White Tee,Brown,,,41,,69,Wide,27,52,10363.755423502951,5318.0
3715,Kong #3715,Regular,Yellow,Biker Jacket,Brown,,,58,,65,Angry,46,55,10232.415863691278,9850.0
3716,Kong #3716,Bubble Gum,Pink,Mamba Jersey,Camo,Halo,,71,Jesus Necklace,18,Heterochromia,34,58,12312.648363972818,151.0
3717,Kong #3717,Shows Teeth,Red,Cheetah Dego Tee,Pink,,Red Shades,24,,25,Regular,18,52,10660.68131668326,1784.0
3718,Kong #3718,Shows Teeth,Purple,Dego Tee Blooded,Brown,Bowler,,43,,33,Wide,34,51,10286.492849573038,8253.0
3719,Kong #3719,Referee,Brown,Red Kimono,Grey,Chopsticks Bun,3D Glasses,30,,58,Sad,58,64,10414.00900767265,4139.0
3720,Kong #3720,Gold Saber Toothed,Light Blue,Dress,Sky Blue,Blonde Bun,,22,,51,Bloodshot,29,28,10511.101257285552,2866.0
3721,Kong #3721,Regular,Dark Blue,Cheetah Dego Tee,Sky Blue,Horse Jockey Hat,,23,,49,Wide,56,32,10419.66570775638,4038.0
3722,Kong #3722,Ooh,Grey,Green Kimono,Sky Blue,,,52,,34,Regular,52,47,10270.46945795338,8878.0
3723,Kong #3723,Scream,Pink,,Black,RKL Cap Forward,,58,,83,Closed,64,64,10648.053278465524,1868.0
3724,Kong #3724,Gold Scream,Yellow,Navy Suit,Black,Ski Glasses,Red Shades,67,,51,Wide Scar,63,45,10371.83247533947,5089.0
3725,Kong #3725,Regular,Dark Blue,Trippy Tee,White Noise,,,52,,77,Bloodshot,39,50,10364.966752417062,5281.0
3726,Kong #3726,Tongue Out,Light Grey,,Grey,King Band,,30,,35,Angry Scar,49,45,10316.72874021298,6976.0
3727,Kong #3727,Cigar,Red,White Tee,Brown,King Band,3D Glasses,38,,42,Sad,56,54,10329.123258218375,6499.0
3728,Kong #3728,Scream,Light Blue,,Black,,,37,,45,Sad,66,43,10265.081291314673,9099.0
3729,Kong #3729,Regular,Dark Blue,White Tee,Red,Blonde Bun,,40,,39,Angry Wink,34,59,10275.893484725197,8668.0
3730,Kong #3730,Gold Scream,Cyan,Cyan Jersey,Black,Red Bandana,,63,,75,Angry,80,54,10674.54965688961,1707.0
3731,Kong #3731,Regular,Red,Biker Jacket,Brown,,,29,,46,Angry Scar,51,44,10273.45726457804,8761.0
3732,Kong #3732,Scream,Yellow,Dego Tee Blooded,Grey,,Broken Glasses,67,,51,Regular,59,33,10319.482779892209,6883.0
3733,Kong #3733,Kiss,Brown,Red Kimono,Grey,,3D Glasses,57,,50,Angry Wink,46,30,10301.168627321422,7601.0
3734,Kong #3734,Regular,Dark Blue,Fusion Gi,Black,RKL Cap Sideways,,47,,65,Angry Scar,51,46,10281.084121018283,8469.0
3735,Kong #3735,Kiss,Yellow,,Black,RKL Cap Forward,,57,,59,Regular,60,38,10243.359053370294,9685.0
3736,Kong #3736,Kiss,Grey,Dego Tee Blooded,Brown,Blonde Bun,,64,,50,Wide,37,34,10298.09331451452,7741.0
3737,Kong #3737,Cigar,Brown,RKL Tee,Pink,,,41,,23,Closed Scar,71,48,10471.379293209262,3335.0
3738,Kong #3738,Saber Toothed,Pink,Green Kimono,Brown,Bowler,,49,,74,Angry,46,42,10351.568902345702,5704.0
3739,Kong #3739,Kiss,Yellow,Red Kimono,White Noise,Russian Cap,,43,,45,Wide,41,46,10293.191394158006,7964.0
3740,Kong #3740,Scream,Grey,Yellow Suit,Brown,Beanie,Vibe Glasses,17,,61,Wide,72,38,10745.673995355339,1349.0
3741,Kong #3741,Regular,Light Grey,Red Kimono,Red,RKL Cap Sideways,,60,,56,Regular,49,67,10285.19468308097,8303.0
3742,Kong #3742,Drool,Grey,Yellow Suit,Red,Green Beret,,39,,59,Closed,44,44,10314.251555624549,7073.0
3743,Kong #3743,Gold Scream,Gold,White Tee,Sky Blue,,Vibe Glasses,73,,41,Regular,54,48,10583.683316059707,2252.0
3744,Kong #3744,Tongue Out,Light Grey,Green Kimono,Green,,,57,,51,Angry,45,15,10693.765751331353,1604.0
3745,Kong #3745,Gold Scream,Light Blue,Cheetah Dego Tee,Black,RKL Cap Forward,,34,,0,Angry,91,47,12458.861804821845,135.0
3746,Kong #3746,Regular,Purple,Red Kimono,Brown,Red Bandana,,68,,37,Angry Wink,19,84,10881.148676235198,1060.0
3747,Kong #3747,Gold Saber Toothed,Purple,,Grey,,,10,,62,Regular,22,34,11002.251685524452,905.0
3748,Kong #3748,Saber Toothed,Yellow,Monk Robe,Brown,Beanie,,27,,67,Angry Wink,70,43,10456.690714397211,3527.0
3749,Kong #3749,Kiss,Red,,Sky Blue,Blue Pigtails,3D Glasses,49,,39,Wide Scar,60,33,10300.614379082474,7632.0
3750,Kong #3750,Missing Teeth,Pink,RKL Tee,Green,RKL Cap Forward,,49,,23,Angry,50,36,10408.360939190292,4238.0
3751,Kong #3751,Missing Teeth,Light Blue,Trippy Tee,Brown,,,28,,33,Bloodshot,69,68,10410.78937669375,4192.0
3752,Kong #3752,Shows Teeth,Brown,Lab Coat,White Noise,Green Beret,,61,,59,Wide Scar,72,68,10402.98592752829,4336.0
3753,Kong #3753,Tongue Out,Purple,White Tee,Sky Blue,Blonde Bun,,49,,46,Bloodshot,50,42,10247.034133582203,9621.0
3754,Kong #3754,Ooh,Grey,Cheetah Dego Tee,Red,Beanie,Blue Shades,77,,68,Regular,93,65,12073.837105870054,207.0
3755,Kong #3755,Regular,Brown,Cheetah Dego Tee,Black,,Gem Earring,69,,42,Bloodshot,39,82,10676.79759697271,1693.0
3756,Kong #3756,Regular,Grey,Dress,Red,Chopsticks Bun,,58,,65,Wide Scar,71,36,10367.976097612409,5188.0
3757,Kong #3757,Full Beard,Purple,Monk Robe,Red,Blue Pigtails,Broken Glasses,26,,72,Closed Scar,54,48,10516.819454067576,2807.0
3758,Kong #3758,Gold Saber Toothed,Purple,,Grey,Red Bandana,Blue Shades,59,,63,Bloodshot,48,69,10341.449256206597,6030.0
3759,Kong #3759,Shows Teeth,Yellow,Green Kimono,Green,,,28,,50,Angry Wink,21,43,10513.1764027092,2847.0
3760,Kong #3760,Scream,Light Grey,Striped Tee,Red,Beanie,Red Shades,55,,45,Angry Wink,32,73,10400.396927990576,4399.0
3761,Kong #3761,Shows Teeth,Light Blue,Dress,Green,,Red Shades,87,,31,Closed,43,28,10834.339391112948,1125.0
3762,Kong #3762,Regular,Brown,Cheetah Dego Tee,Red,Blue Pigtails,,39,,61,Closed,45,62,10299.719905243463,7660.0
3763,Kong #3763,Kiss,Brown,,Red,Red Bandana,Vibe Glasses,52,,65,Sad,49,58,10288.792423422825,8148.0
3764,Kong #3764,Gold Saber Toothed,Pink,Fusion Gi,Black,,3D Glasses,51,,42,Angry Scar,48,45,10297.808149186014,7760.0
3765,Kong #3765,Regular,Purple,Robo Arm,Aurora,Halo,,61,,27,Wide,40,47,10934.072175188472,991.0
3766,Kong #3766,Missing Teeth,Brown,Dego Tee Blooded,Black,Green Beret,,61,,58,Sad,40,64,10308.981663538008,7269.0
3767,Kong #3767,Scream,Gold,,Black,Purple Bandana,,42,,61,Regular,35,54,10474.027089489762,3298.0
3768,Kong #3768,Gold Smirk,Purple,Shirt And Tie,Sky Blue,Russian Cap,,81,,62,Wide,32,61,10606.203049010464,2106.0
3769,Kong #3769,Regular,Yellow,Green Kimono,White Noise,Blue Pigtails,Blue Shades,35,,49,Regular,22,62,10458.678392785927,3501.0
3770,Kong #3770,Scream,Light Grey,Tracksuit,Green,RKL Cap Forward,,48,,29,Wide Scar,53,71,10373.969067283659,5025.0
3771,Kong #3771,Drool,Red,White Tee,Brown,Russian Cap,,70,,55,Angry Wink,79,59,10475.23538604232,3278.0
3772,Kong #3772,Saber Toothed,Light Grey,Striped Tee,Pink,,,53,,49,Closed,71,68,10314.555202075546,7061.0
3773,Kong #3773,Kiss,Purple,Biker Jacket,Pink,Winter Hat,3D Glasses,42,,48,Wide,83,42,10645.63491029632,1882.0
3774,Kong #3774,Ooh,Gold,Striped Tee,Black,Chopsticks Bun,,35,,81,Wide,28,36,10829.716685739744,1134.0
3775,Kong #3775,Cigar,Grey,Dego Tee Blooded,Black,,,46,,26,Closed,69,35,10379.359306430499,4901.0
3776,Kong #3776,Regular,Red,Shirt And Tie,Brown,Tophat,,56,,64,Angry,34,57,10313.51170253912,7097.0
3777,Kong #3777,Ooh,Pink,,White Noise,Chopsticks Bun,,46,,24,Angry Wink,38,43,10349.196349355156,5784.0
3778,Kong #3778,Gold Smirk,Yellow,Cyan Jersey,Red,,,37,,66,Closed,74,42,10356.769660171809,5524.0
3779,Kong #3779,Scream,Light Blue,Trippy Tee,Grey,Purple Bandana,,65,,49,Regular,13,31,10704.635266950121,1548.0
3780,Kong #3780,Kiss,Cyan,,Brown,RKL Cap Sideways,,65,,68,Wide Scar,16,66,10741.91628120445,1364.0
3781,Kong #3781,Gold Saber Toothed,Light Blue,,Green,Blue Pigtails,,80,,35,Regular,57,83,10907.71559779763,1024.0
3782,Kong #3782,Regular,Light Blue,Hawaii Shirt,Black,,Blue Shades,50,,51,Angry Wink,59,59,10244.928291389182,9655.0
3783,Kong #3783,Kiss,Cyan,,Red,Beanie,,36,,25,Angry Scar,37,23,10483.255029201888,3179.0
3784,Kong #3784,Saber Toothed,Grey,Hawaii Shirt,Black,Cap Forward,3D Glasses,38,,41,Sad,27,48,10361.967230490061,5375.0
3785,Kong #3785,Ooh,Brown,Fusion Gi,Black,Chopsticks Bun,,68,,61,Bloodshot,36,68,10369.597134661743,5144.0
3786,Kong #3786,Regular,Grey,White Tee,White Noise,,,64,,29,Angry,30,13,10737.614575737003,1385.0
3787,Kong #3787,Regular,Purple,White Tee,Sky Blue,,3D Glasses,50,,61,Wide,29,56,10305.343304869657,7427.0
3788,Kong #3788,Tongue Out,Dark Blue,Tracksuit,Black,,,61,,43,Angry,22,28,10439.275330184828,3746.0
3789,Kong #3789,Referee,Light Grey,White Tee,Pink,Red Bandana,,63,,45,Regular,35,32,10360.597224403407,5421.0
3790,Kong #3790,Drool,Cyan,Green Kimono,Black,Red Bandana,,59,,41,Regular,53,61,10310.484363079384,7211.0
3791,Kong #3791,Saber Toothed,Yellow,,Brown,RKL Cap Sideways,,54,,50,Wide Scar,59,50,10229.539364318814,9881.0
3792,Kong #3792,Missing Teeth,Yellow,Cyan Jersey,Grey,RKL Cap Forward,Gold Stud,77,,63,Angry Wink,41,52,10474.826160993543,3283.0
3793,Kong #3793,Saber Toothed,Yellow,Biker Jacket,Grey,,,36,,46,Angry Wink,56,36,10237.326937154408,9797.0
3794,Kong #3794,Referee,Dark Blue,,Red,,,59,,47,Regular,39,52,10247.880922484681,9591.0
3795,Kong #3795,Kiss,Brown,Biker Jacket,Black,Blonde Bun,,53,,53,Angry Scar,66,65,10285.151200314038,8305.0
3796,Kong #3796,Regular,Cyan,,Green,,,58,,74,Angry,52,33,10307.60215786745,7329.0
3797,Kong #3797,Full Beard,Gold,,Green,Horse Jockey Hat,,37,,38,Regular,24,43,10602.749395875013,2132.0
3798,Kong #3798,Saber Toothed,Yellow,Striped Tee,Red,,,42,,51,Wide Scar,50,56,10223.909110302371,9928.0
3799,Kong #3799,Scream,Purple,Shaolin Vest,White Noise,Horse Jockey Hat,,71,,36,Angry Scar,33,52,10367.633305050387,5203.0
3800,Kong #3800,Gold Saber Toothed,Cyan,Biker Jacket,Black,,Blue Shades,60,,59,Wide,39,64,10281.784590098272,8433.0
3801,Kong #3801,Tongue Out,Yellow,Hawaii Shirt,Red,,,56,,85,Angry,51,30,10675.118683771256,1703.0
3802,Kong #3802,Tongue Out,Purple,White Tee,White Noise,Green Beret,Broken Glasses,63,,29,Wide Scar,26,28,10497.5330509201,3019.0
3803,Kong #3803,Missing Teeth,Brown,Hawaii Shirt,Sky Blue,,,30,,27,Regular,63,33,10372.942554378047,5061.0
3804,Kong #3804,Gold Smirk,Grey,Dego Tee Blooded,Sky Blue,Green Beret,,54,,39,Wide,64,35,10298.845569623894,7703.0
3805,Kong #3805,Scream,Dark Blue,,Sky Blue,Ski Glasses,,38,,38,Regular,49,63,10278.546778596126,8568.0
3806,Kong #3806,Kiss,Yellow,Navy Suit,White Noise,,,79,,80,Wide Scar,52,44,10661.125008084753,1781.0
3807,Kong #3807,Scream,Purple,,White Noise,,Gold Stud,48,,64,Sad,41,39,10296.59392562736,7813.0
3808,Kong #3808,Ooh,Grey,,Brown,RKL Cap Forward,,47,,38,Regular,53,37,10237.685362253671,9792.0
3809,Kong #3809,Full Beard,Yellow,,Brown,,,67,,45,Closed,61,46,10269.488150243771,8917.0
3810,Kong #3810,Ooh,Purple,,Brown,Cap Forward,,48,,49,Wide,27,61,10308.174329507512,7301.0
3811,Kong #3811,Drool,Purple,Fusion Gi,White Noise,,,73,,65,Regular,64,60,10386.134657069004,4726.0
3812,Kong #3812,Full Beard,Light Blue,,Green,Tophat,Exotic Earring,50,,24,Wide,74,29,10565.970757566834,2360.0
3813,Kong #3813,Gold Saber Toothed,Red,Cheetah Dego Tee,Sky Blue,Bowler,,49,,55,Wide Scar,63,70,10339.223663630843,6106.0
3814,Kong #3814,Missing Teeth,Yellow,White Tee,Red,Purple Bandana,,64,,43,Angry Wink,48,71,10345.337780401227,5912.0
3815,Kong #3815,Gold Saber Toothed,Dark Blue,Green Kimono,White Noise,Russian Cap,,48,,44,Closed Scar,37,65,10360.26099314274,5436.0
3816,Kong #3816,Shows Teeth,Brown,Shirt And Tie,Black,,,36,,22,Bloodshot,52,50,10348.808554770218,5797.0
3817,Kong #3817,Missing Teeth,Red,Navy Suit,Green,Tophat,Blue Shades,37,,40,Regular,34,68,10404.856636794091,4297.0
3818,Kong #3818,Kiss,Gold,Tracksuit,Pink,RKL Cap Forward,,29,,52,Wide Scar,51,46,10534.215480961593,2640.0
3819,Kong #3819,Gold Smirk,Light Grey,Trippy Tee,Green,RKL Cap Forward,Red Shades,50,,62,Wide,57,53,10293.742147614053,7942.0
3820,Kong #3820,Saber Toothed,Gold,Biker Jacket,White Noise,Winter Hat,Blue Shades,65,,45,Sad,46,38,10524.855459877752,2729.0
3821,Kong #3821,Shows Teeth,Gold,White Tee,Grey,,,34,,74,Angry,37,36,10561.464017577016,2389.0
3822,Kong #3822,Ooh,Purple,,Green,Beanie,,56,,54,Wide Scar,4,48,12687.566682707808,115.0
3823,Kong #3823,Gold Smirk,Purple,Yellow Suit,Brown,Green Beret,Vibe Glasses,22,,61,Wide,56,56,10462.6753882505,3444.0
3824,Kong #3824,Regular,Brown,Striped Tee,Brown,RKL Cap Forward,,38,,12,Closed,64,61,10729.565757686607,1431.0
3825,Kong #3825,Gold Saber Toothed,Dark Blue,RKL Tee,Pink,,,34,,20,Bloodshot,35,49,10528.322122642317,2695.0
3826,Kong #3826,Regular,Light Grey,Cyan Jersey,Red,Beanie,,53,,68,Closed Scar,73,37,10388.90441341565,4648.0
3827,Kong #3827,Missing Teeth,Purple,White Tee,Red,RKL Cap Forward,,61,,49,Closed Scar,40,80,10543.580904121114,2554.0
3828,Kong #3828,Scream,Pink,Dego Tee Blooded,Pink,Purple Bandana,,42,,72,Wide,68,41,10344.155013638408,5950.0
3829,Kong #3829,Ooh,Cyan,,Black,RKL Cap Sideways,,73,,25,Bloodshot,26,64,10498.12467487081,3015.0
3830,Kong #3830,Shows Teeth,Brown,Cyan Jersey,Brown,RKL Cap Forward,,24,,62,Regular,44,56,10335.777729140105,6225.0
3831,Kong #3831,Regular,Grey,White Tee,Sky Blue,RKL Cap Sideways,Red Shades,69,,74,Wide Scar,34,61,10412.411163152188,4169.0
3832,Kong #3832,Missing Teeth,Light Blue,,Brown,Winter Hat,,39,,48,Wide,87,45,10735.805066019737,1398.0
3833,Kong #3833,Regular,Cyan,Shaolin Vest,Brown,RKL Cap Forward,,68,,22,Angry,79,65,10570.63580293601,2328.0
3834,Kong #3834,Scream,Grey,Hawaii Shirt,Red,,,14,,59,Angry,72,54,10647.527669976947,1872.0
3835,Kong #3835,Shows Teeth,Brown,Striped Tee,Black,Bowler,,32,,53,Angry,51,73,10358.474758938559,5482.0
3836,Kong #3836,Shows Teeth,Red,Dego Tee Blooded,White Noise,Winter Hat,,44,,69,Wide Scar,62,50,10315.72377571004,7012.0
3837,Kong #3837,Referee,Red,Shirt And Tie,White Noise,Purple Bandana,Blue Shades,32,,77,Sad,44,47,10478.010370420305,3238.0
3838,Kong #3838,Tongue Out,Gold,,Black,Green Beret,,46,,36,Closed Scar,49,69,10528.240639587024,2698.0
3839,Kong #3839,Gold Scream,Gold,Dego Tee Blooded,White Noise,King Band,,44,,77,Closed Scar,59,31,10677.489620093585,1690.0
3840,Kong #3840,Ooh,Dark Blue,Dego Tee Blooded,Green,RKL Cap Forward,Broken Glasses,23,,49,Regular,43,63,10430.929291250228,3873.0
3841,Kong #3841,Regular,Light Grey,Mamba Jersey,Aurora,Mamba Band,,61,Gold Chain,38,Regular,45,26,11450.105740268991,562.0
3842,Kong #3842,Missing Teeth,Cyan,Trippy Tee,Black,Russian Cap,,47,,65,Wide Scar,68,48,10328.099725560585,6533.0
3843,Kong #3843,Missing Teeth,Grey,Navy Suit,Pink,Beanie,,46,,28,Wide,50,44,10318.8793470635,6906.0
3844,Kong #3844,Missing Teeth,Gold,,Black,RKL Cap Sideways,,37,,38,Wide,45,78,10651.848153195893,1841.0
3845,Kong #3845,Shows Teeth,Pink,Trippy Tee,Grey,Blonde Bun,3D Glasses,49,,59,Wide,33,27,10362.533180887152,5350.0
3846,Kong #3846,Gold Smirk,Grey,Shirt And Tie,Grey,,3D Glasses,30,,74,Regular,39,79,10518.351386589573,2797.0
3847,Kong #3847,Regular,Pink,Biker Jacket,Brown,,,43,,65,Regular,38,47,10237.287921768966,9798.0
3848,Kong #3848,Tongue Out,Purple,,Brown,Blonde Bun,,73,,50,Wide,45,75,10438.685880087078,3750.0
3849,Kong #3849,Shows Teeth,Brown,White Tee,Green,Blonde Bun,,40,,64,Angry,51,50,10259.424325963677,9283.0
3850,Kong #3850,Tongue Out,Dark Blue,RKL Tee,Sky Blue,Ski Glasses,,75,,68,Wide Scar,57,50,10446.754038066874,3646.0
3851,Kong #3851,Ooh,Light Grey,Shirt And Tie,Green,,Vibe Glasses,39,,38,Regular,58,19,10475.19288700067,3280.0
3852,Kong #3852,Regular,Purple,,Pink,Winter Hat,Vibe Glasses,48,,50,Regular,18,32,10517.693746972838,2801.0
3853,Kong #3853,Regular,Grey,Navy Suit,Sky Blue,,,23,,53,Regular,36,51,10350.18131065172,5748.0
3854,Kong #3854,Shows Teeth,Light Blue,Dress,White Noise,Blonde Bun,,39,,38,Closed Scar,34,32,10346.937016414831,5862.0
3855,Kong #3855,Shows Teeth,Light Blue,,Sky Blue,King Band,,56,,58,Wide,42,37,10269.299113582516,8927.0
3856,Kong #3856,Saber Toothed,Cyan,Shirt And Tie,Brown,Blonde Bun,,56,,37,Angry Wink,41,45,10283.225814524543,8386.0
3857,Kong #3857,Tongue Out,Yellow,Hawaii Shirt,Black,Bowler,,43,,60,Closed,55,45,10267.01858217182,9019.0
3858,Kong #3858,Regular,Cyan,Navy Suit,Pink,Bowler,,31,,55,Wide,56,49,10280.889312638847,8479.0
3859,Kong #3859,Shows Teeth,Light Blue,White Tee,Pink,Beanie,Red Shades,29,,27,Regular,63,49,10396.163241252283,4500.0
3860,Kong #3860,Scream,Yellow,Striped Tee,Brown,,,53,,39,Closed,47,53,10212.51967423145,9982.0
3861,Kong #3861,Gold Smirk,Dark Blue,Hawaii Shirt,Brown,,,25,,65,Bloodshot,35,50,10363.695379695286,5322.0
3862,Kong #3862,Scream,Yellow,Pimp Jacket,Zebra,Halo,,74,,58,Angry,44,68,11194.44373901812,770.0
3863,Kong #3863,Gold Scream,Dark Blue,Shirt And Tie,Brown,,Red Shades,86,,49,Sad,44,47,10889.710356681977,1051.0
3864,Kong #3864,Saber Toothed,Red,Dego Tee Blooded,Green,,3D Glasses,52,,55,Angry,53,45,10252.35510469168,9472.0
3865,Kong #3865,Saber Toothed,Light Blue,Hawaii Shirt,Green,,,51,,60,Angry Scar,53,57,10242.575910851765,9704.0
3866,Kong #3866,Gold Scream,Grey,Fusion Gi,Green,RKL Cap Sideways,Vibe Glasses,62,,63,Angry Scar,46,49,10357.592449962538,5502.0
3867,Kong #3867,Tongue Out,Yellow,Cheetah Dego Tee,Grey,,,50,,50,Closed Scar,34,31,10292.942591546298,7981.0
3868,Kong #3868,Scream,Purple,Dress,Black,Horse Jockey Hat,,39,,69,Wide,49,37,10347.445167759357,5847.0
3869,Kong #3869,Gold Smirk,Brown,Trippy Tee,Black,Cap Forward,,29,,50,Regular,77,32,10481.310142155526,3197.0
3870,Kong #3870,Ooh,Light Grey,White Tee,Red,Bowler,,51,,47,Closed Scar,31,66,10293.16865026234,7965.0
3871,Kong #3871,Kiss,Purple,,Black,RKL Cap Forward,,42,,74,Angry,39,55,10308.744603427542,7274.0
3872,Kong #3872,Gold Smirk,Grey,Hawaii Shirt,Black,,,35,,58,Angry Wink,47,36,10256.945603403996,9366.0
3873,Kong #3873,Saber Toothed,Dark Blue,Biker Jacket,Red,Winter Hat,,22,,53,Closed,44,34,10385.212418110721,4749.0
3874,Kong #3874,Scream,Purple,,Red,RKL Cap Sideways,,38,,65,Bloodshot,38,60,10276.672441358189,8632.0
3875,Kong #3875,Regular,Grey,Dego Tee Blooded,Red,Beanie,,61,,48,Regular,55,42,10238.176314714005,9780.0
3876,Kong #3876,Regular,Yellow,,White Noise,,,41,,56,Angry,48,55,10206.60341667111,9993.0
3877,Kong #3877,Saber Toothed,Grey,Dress,Red,Bowler,,56,,40,Angry Wink,42,46,10272.41800126839,8808.0
3878,Kong #3878,Kiss,Gold,White Tee,White Noise,Winter Hat,,88,,58,Closed Scar,35,57,11571.232258472448,471.0
3879,Kong #3879,Kiss,Cyan,Trippy Tee,Brown,,,37,,50,Regular,32,36,10287.967929107326,8189.0
3880,Kong #3880,Regular,Red,Cheetah Dego Tee,White Noise,Red Bandana,,57,,31,Angry Scar,13,14,11068.221786356587,849.0
3881,Kong #3881,Scream,Light Grey,Cheetah Dego Tee,Red,Bowler,,39,,52,Wide,50,56,10256.99237310335,9365.0
3882,Kong #3882,Ooh,Dark Blue,Cheetah Dego Tee,Red,,,46,,38,Regular,58,34,10263.393762560156,9152.0
3883,Kong #3883,Missing Teeth,Gold,Cyan Jersey,Brown,RKL Cap Sideways,3D Glasses,27,,67,Regular,51,96,11985.99396908806,226.0
3884,Kong #3884,Saber Toothed,Gold,White Tee,Black,,,69,,49,Angry,56,70,10550.211086826579,2483.0
3885,Kong #3885,Tongue Out,Yellow,,Grey,King Band,,32,,45,Wide Scar,55,79,10448.962921625645,3616.0
3886,Kong #3886,Regular,Cyan,Biker Jacket,Red,,,39,,43,Wide Scar,55,50,10225.202880590155,9922.0
3887,Kong #3887,Shows Teeth,Light Grey,RKL Tee,Black,Green Beret,Red Shades,43,,25,Regular,52,40,10398.11632800689,4452.0
3888,Kong #3888,Regular,Gold,,Grey,Bowler,,44,,71,Bloodshot,53,42,10504.157466057282,2949.0
3889,Kong #3889,Shows Teeth,Grey,RKL Tee,White Noise,,,55,,41,Regular,71,53,10301.729659041855,7573.0
3890,Kong #3890,Regular,Cyan,Trippy Tee,Brown,Ski Glasses,Red Shades,78,,65,Regular,45,67,10484.129101038918,3168.0
3891,Kong #3891,Regular,Grey,Tracksuit,Red,Blue Pigtails,,60,,52,Angry Scar,58,32,10324.725243525181,6678.0
3892,Kong #3892,Cigar,Cyan,White Tee,Black,Blonde Bun,,69,,62,Regular,77,64,10494.801492400193,3048.0
3893,Kong #3893,Regular,Gold,Biker Jacket,Sky Blue,,,38,,42,Wide,43,76,10564.475772132479,2368.0
3894,Kong #3894,Regular,Grey,,Grey,Winter Hat,,59,,52,Regular,29,52,10275.0929544836,8699.0
3895,Kong #3895,Regular,Grey,Biker Jacket,Sky Blue,,,45,,29,Regular,52,26,10333.58206203556,6314.0
3896,Kong #3896,Gold Saber Toothed,Yellow,Shaolin Vest,White Noise,Blonde Bun,Blue Shades,43,,61,Closed Scar,38,53,10312.179085072206,7139.0
3897,Kong #3897,Regular,Yellow,,Pink,Beanie,,39,,65,Wide,33,43,10268.201821853594,8974.0
